321 1731.392930 6.169E-22 5.094E+01.10100.320 1247.54280.750.000000             V3         GROUND 58  1 58       59  1 59      340000 5 5 2 2 1 0   468.0  476.0
321 1731.392930 6.169E-22 5.094E+01.10100.320 1247.54280.750.000000             V3         GROUND 58  0 58       59  0 59      340000 5 5 2 2 1 0   468.0  476.0
321 1731.413110 6.253E-22 5.113E+01.10100.320 1238.33980.750.000000             V3         GROUND 56  2 54       57  2 55      340000 5 5 2 2 1 0   452.0  460.0
321 1731.413440 6.162E-22 5.105E+01.10100.320 1244.64990.750.000000             V3         GROUND 57  2 56       58  2 57      340000 5 5 2 2 1 0   460.0  468.0
321 1731.413840 6.162E-22 5.105E+01.10100.320 1244.64950.750.000000             V3         GROUND 57  1 56       58  1 57      340000 5 5 2 2 1 0   460.0  468.0
321 1731.414390 6.253E-22 5.113E+01.10100.320 1238.35390.750.000000             V3         GROUND 56  3 54       57  3 55      340000 5 5 2 2 1 0   452.0  460.0
321 1731.416960 1.472E-22 3.971E+01.10100.320 1464.86850.750.000000             V3         GROUND 51 14 38       52 14 39      340000 5 5 2 2 1 0   412.0  420.0
321 1731.462080 2.808E-22 2.236E+01.10100.320 1213.90650.750.000000          V5+V7         GROUND 51  7 45       52  9 44      340000 5 5 2 2 1 0   412.0  420.0
321 1731.546200 5.947E-22 4.871E+01.10100.320 1227.44550.750.000000             V3         GROUND 53  7 46       54  7 47      340000 5 5 2 2 1 0   428.0  436.0
321 1731.616220 1.485E-22 9.912E+00.10100.320 1177.47980.750.000000          V6+V7         GROUND 51  9 43       52  8 44      340000 5 5 2 2 1 0   412.0  420.0
321 1731.674260 6.038E-22 4.925E+01.10100.320 1226.57740.750.000000             V3         GROUND 53  7 47       54  7 48      340000 5 5 2 2 1 0   428.0  436.0
321 1731.690250 4.065E-22 3.865E+01.10100.320 1258.09790.750.000000             V3         GROUND 53  8 46       54  8 47      340000 5 5 2 2 1 0   428.0  436.0
321 1731.698550 5.771E-22 4.360E+01.10100.320 1214.61370.750.000000             V3         GROUND 54  5 50       55  5 51      340000 5 5 2 2 1 0   436.0  444.0
321 1731.706010 1.485E-22 4.008E+01.10100.320 1464.86850.750.000000             V3         GROUND 51 14 37       52 14 38      340000 5 5 2 2 1 0   412.0  420.0
321 1731.804090 3.264E-22 3.782E+01.10100.320 1294.90490.750.000000             V3         GROUND 52 10 43       53 10 44      340000 5 5 2 2 1 0   420.0  428.0
321 1731.807220 3.257E-22 3.774E+01.10100.320 1294.90520.750.000000             V3         GROUND 52 10 42       53 10 43      340000 5 5 2 2 1 0   420.0  428.0
